EmployeeId,MonthlyIncome,DailyRate,Department,EnvironmentSatisfaction,JobSatisfaction,StockOptionLevel,WorkLifeBalance,NumCompaniesWorked,YearsInCurrentRole,PercentSalaryHike,YearsWithCurrManager,Attrition
844,9069,853,Sales,2,1,1,2,1,8,22,8,0.0
845,7898,855,Research & Development,4,4,0,3,1,9,11,8,0.0
846,3319,1300,Research & Development,1,4,2,3,1,8,17,7,0.0
847,2696,544,Human Resources,3,3,1,3,0,2,11,0,0.0
848,17174,117,Research & Development,4,4,1,3,3,17,11,7,0.0
849,3230,996,Research & Development,4,3,0,4,1,2,17,0,0.0
850,3057,268,Research & Development,4,3,1,1,6,0,13,1,0.0
851,4014,1142,Research & Development,3,1,1,3,3,2,15,2,0.0
852,3464,1157,Research & Development,1,4,0,2,5,2,13,2,1.0
853,1790,638,Sales,4,1,1,2,1,0,19,0,0.0
854,14852,1376,Sales,3,3,1,4,6,13,13,2,0.0
855,9362,200,Research & Development,3,4,0,3,2,2,11,2,0.0
856,2088,1480,Research & Development,4,2,0,2,4,7,12,2,0.0
857,10096,1223,Research & Development,3,3,3,3,1,14,13,8,0.0
858,13726,715,Research & Development,3,4,0,3,3,3,13,3,0.0
859,5505,392,Sales,4,4,2,3,1,2,14,4,0.0
860,3377,616,Research & Development,3,1,1,2,4,3,17,2,0.0
861,5769,1015,Research & Development,3,1,0,3,1,7,14,4,0.0
862,2439,529,Research & Development,4,1,0,3,1,2,14,2,0.0
863,13120,174,Sales,4,2,1,3,6,8,17,3,0.0
864,3038,132,Research & Development,2,4,0,3,3,0,12,0,0.0
865,2275,427,Sales,3,4,1,3,1,2,21,2,0.0
866,4968,1312,Research & Development,4,1,0,3,0,7,16,7,0.0
867,14814,970,Research & Development,3,3,0,3,3,1,19,3,0.0
868,11836,868,Sales,1,4,1,3,5,0,14,2,0.0
869,16291,350,Sales,2,2,1,2,4,9,22,14,0.0
870,3195,528,Human Resources,3,4,3,3,4,2,18,2,0.0
871,3936,1470,Research & Development,2,2,1,1,1,4,11,7,0.0
872,7446,1445,Research & Development,3,2,0,3,1,8,11,7,1.0
873,2307,967,Research & Development,4,1,1,3,1,2,23,0,0.0
874,9980,1389,Research & Development,2,1,1,3,1,9,11,8,0.0
875,2977,287,Research & Development,3,4,1,3,1,3,12,1,0.0
876,2042,342,Research & Development,1,1,1,3,6,2,14,2,1.0
877,2044,500,Sales,3,3,0,2,1,2,13,2,1.0
878,6582,828,Sales,2,4,0,4,4,5,13,5,0.0
879,2277,1075,Human Resources,4,2,1,4,3,3,11,3,0.0
880,3229,949,Research & Development,1,4,1,2,4,2,11,2,0.0
881,8621,1442,Research & Development,4,2,0,4,1,7,14,7,0.0
882,9610,371,Sales,4,3,1,1,3,3,13,2,0.0
883,13458,515,Research & Development,1,4,0,3,1,14,12,12,0.0
884,9380,1448,Research & Development,2,4,2,4,4,1,18,2,0.0
885,4422,902,Research & Development,3,4,1,1,3,1,13,0,0.0
886,9936,325,Research & Development,2,1,0,3,0,4,19,7,0.0
887,2244,253,Research & Development,1,2,1,3,1,1,13,2,0.0
888,6673,1180,Research & Development,2,1,0,3,7,0,19,0,1.0
889,5098,1395,Research & Development,2,3,0,3,1,7,19,8,0.0
890,16627,782,Research & Development,2,4,1,2,4,0,14,0,0.0
891,2451,598,Research & Development,3,3,2,2,6,0,18,0,0.0
892,12504,530,Sales,1,3,1,1,3,0,21,0,0.0
893,1051,287,Research & Development,2,4,0,3,1,0,15,0,0.0
894,6842,1040,Research & Development,4,1,1,3,6,4,20,4,0.0
895,8095,1296,Research & Development,3,2,0,3,0,6,13,13,0.0
896,3867,193,Research & Development,4,4,1,3,1,2,12,2,0.0
897,3295,160,Research & Development,3,2,0,1,1,2,13,2,0.0
898,2062,592,Research & Development,4,1,0,3,3,2,14,2,0.0
899,15402,1236,Research & Development,4,1,1,1,7,2,11,2,0.0
900,2335,350,Human Resources,1,1,3,3,4,2,15,0,0.0
901,19033,989,Research & Development,4,3,1,3,1,8,14,9,0.0
902,4788,219,Research & Development,4,2,0,3,0,2,11,2,0.0
903,2305,390,Research & Development,4,3,3,4,1,2,15,2,0.0
904,17426,584,Research & Development,2,3,1,3,3,8,25,7,0.0
905,4194,141,Sales,3,1,0,3,1,3,18,3,0.0
906,3339,806,Research & Development,2,3,2,3,3,7,13,7,1.0
907,10976,1091,Research & Development,4,2,1,3,3,2,18,2,0.0
908,5813,303,Sales,3,4,0,3,1,7,18,7,0.0
909,10648,1274,Research & Development,3,2,1,4,1,8,25,8,0.0
910,5677,444,Sales,2,2,1,3,3,8,14,10,0.0
911,2858,1404,Sales,1,1,0,2,4,0,14,0,0.0
912,4941,216,Research & Development,2,2,2,3,6,2,20,1,0.0
913,5131,688,Research & Development,4,2,3,3,7,2,13,2,0.0
914,6893,1009,Sales,2,1,1,3,3,7,15,7,0.0
915,4257,713,Research & Development,3,1,1,3,4,2,18,2,0.0
916,5473,1225,Sales,1,3,0,2,7,3,11,3,0.0
917,5207,589,Research & Development,2,3,1,3,1,14,12,7,0.0
918,2478,1220,Research & Development,3,2,0,2,1,3,12,2,0.0
919,7823,882,Sales,4,4,1,3,6,9,13,8,0.0
920,4898,467,Sales,3,1,0,3,0,2,14,3,0.0
921,2362,224,Research & Development,1,1,0,1,6,7,13,7,0.0
922,2008,546,Research & Development,2,2,2,3,1,0,14,0,0.0
923,19613,1059,Research & Development,4,4,0,3,8,0,22,1,0.0
924,6545,916,Research & Development,4,1,0,3,3,2,13,2,0.0
925,8578,706,Research & Development,4,4,1,2,3,8,14,7,0.0
926,4505,1031,Research & Development,3,2,1,3,6,0,15,0,0.0
927,8392,645,Sales,2,1,1,3,1,7,16,7,0.0
928,2741,426,Human Resources,2,3,1,2,0,7,11,0,1.0
929,3065,976,Research & Development,3,1,1,4,1,2,13,3,0.0
930,2679,337,Sales,2,2,0,3,1,0,13,0,0.0
931,2610,874,Research & Development,3,3,1,2,1,2,12,2,1.0
932,2564,489,Human Resources,1,4,0,4,1,0,12,0,1.0
933,5175,638,Research & Development,3,3,1,2,5,3,12,3,0.0
934,6347,145,Sales,4,3,1,3,0,7,12,13,0.0
935,7779,217,Research & Development,1,4,0,3,2,9,20,9,0.0
936,18213,1099,Sales,2,2,1,3,7,9,11,10,0.0
937,4851,810,Sales,4,2,1,3,0,2,22,2,0.0
938,3452,461,Research & Development,2,4,0,3,3,2,18,2,0.0
939,2235,1103,Research & Development,1,1,2,2,1,7,14,8,0.0
940,5056,718,Research & Development,2,4,1,2,1,7,15,2,0.0
941,3690,328,Research & Development,3,3,1,2,2,2,15,2,0.0
942,2096,266,Research & Development,4,2,0,2,1,2,18,1,0.0
943,4323,528,Human Resources,3,3,0,1,1,4,17,4,0.0
944,4639,118,Sales,4,1,1,3,1,4,15,2,0.0
945,2851,350,Sales,4,3,0,3,1,0,13,0,1.0
946,5476,1112,Sales,1,4,2,3,1,0,11,2,0.0
947,14118,210,Sales,1,4,1,2,3,0,12,0,0.0
948,2086,895,Sales,4,4,1,4,3,0,14,0,1.0
949,3172,381,Research & Development,2,1,0,2,2,0,11,0,0.0
950,3143,867,Research & Development,4,1,1,3,6,8,19,6,0.0
951,2323,769,Sales,4,4,0,3,1,2,14,2,1.0
952,5660,390,Research & Development,4,3,1,3,2,3,13,2,0.0
953,2856,1172,Sales,2,2,1,3,1,0,19,0,0.0
954,13206,201,Research & Development,2,3,1,3,3,16,12,11,0.0
955,5482,1302,Research & Development,4,2,1,3,5,1,18,2,0.0
956,16184,922,Research & Development,1,3,1,3,4,1,19,5,0.0
957,4187,991,Sales,1,2,1,2,1,0,13,9,0.0
958,2862,793,Research & Development,2,4,1,2,1,0,12,8,0.0
959,7351,130,Sales,4,2,0,3,7,0,16,0,0.0
960,4127,766,Sales,3,4,1,3,2,1,18,2,0.0
961,13603,728,Research & Development,1,4,2,3,2,2,18,2,0.0
962,3022,408,Research & Development,2,2,0,3,4,0,21,0,0.0
963,2707,465,Research & Development,1,1,0,4,7,7,20,7,1.0
964,4534,524,Research & Development,1,3,0,3,0,7,11,7,0.0
965,3894,1368,Research & Development,3,3,0,3,5,2,16,2,1.0
966,2180,600,Human Resources,3,4,1,2,6,2,11,2,0.0
967,6834,783,Sales,3,4,1,3,1,7,12,7,0.0
968,3149,1325,Research & Development,4,3,1,3,8,2,20,4,0.0
969,10322,1492,Research & Development,1,4,1,3,4,10,20,1,0.0
970,4401,581,Research & Development,3,3,1,3,1,3,16,4,0.0
971,4601,1219,Sales,3,3,0,3,1,2,16,0,0.0
972,3294,1454,Sales,4,4,0,2,1,2,18,2,0.0
973,17328,142,Human Resources,4,4,0,3,2,3,12,4,0.0
974,2644,1157,Sales,3,4,0,2,3,2,21,2,0.0
975,6323,692,Research & Development,4,3,1,4,1,9,11,4,0.0
976,2795,374,Research & Development,1,4,0,1,1,0,24,1,1.0
977,4319,1496,Research & Development,4,3,1,3,1,7,13,9,0.0
978,6799,810,Sales,2,3,2,3,1,8,21,8,0.0
979,2080,640,Research & Development,4,1,0,2,2,2,11,2,0.0
980,4071,1239,Human Resources,3,2,0,2,2,0,13,7,0.0
981,2519,938,Research & Development,3,3,0,3,4,8,21,9,0.0
982,2783,1141,Sales,3,3,0,3,1,2,19,2,0.0
983,4490,648,Human Resources,3,2,2,4,4,9,11,8,0.0
984,19392,823,Research & Development,1,3,0,3,7,12,13,14,0.0
985,19272,672,Research & Development,3,4,1,3,1,9,15,3,0.0
986,6667,1146,Research & Development,3,4,1,3,5,1,18,2,0.0
987,4963,441,Research & Development,2,2,3,3,9,4,18,3,1.0
988,2011,1117,Research & Development,1,4,1,3,1,5,13,7,0.0
989,7403,527,Research & Development,1,2,1,2,4,9,11,7,0.0
990,2759,933,Research & Development,3,3,0,3,6,2,12,2,1.0
991,4115,1329,Sales,3,1,3,3,8,3,19,3,0.0
992,5673,1266,Sales,2,3,1,3,1,9,13,7,0.0
993,13757,218,Research & Development,4,2,1,3,2,8,11,8,0.0
994,6384,726,Research & Development,4,3,2,3,8,0,17,6,0.0
995,3708,381,Research & Development,1,3,0,3,2,2,14,4,0.0
996,13826,890,Research & Development,3,4,0,3,3,8,22,0,0.0
997,17328,971,Research & Development,4,4,0,2,6,7,19,7,0.0
998,3691,1219,Research & Development,4,4,1,4,1,7,15,6,1.0
999,5093,1225,Research & Development,4,1,1,4,2,0,11,0,0.0
1000,4066,1302,Research & Development,4,1,2,3,1,7,11,7,0.0
1001,19636,189,Human Resources,3,2,1,3,4,9,18,4,0.0
1002,4335,657,Research & Development,2,3,1,2,4,7,12,1,0.0
1003,2871,534,Research & Development,2,4,0,3,1,0,15,0,0.0
1004,9824,1495,Research & Development,3,3,1,3,3,0,19,0,0.0
1005,4037,586,Sales,1,1,1,3,1,8,22,8,0.0
1006,1118,599,Sales,3,4,0,3,1,0,14,0,1.0
1007,4306,480,Research & Development,2,1,1,1,1,10,12,12,0.0
1008,6392,1242,Sales,1,1,1,1,2,2,13,2,0.0
1009,2728,727,Sales,4,1,0,3,1,2,11,2,0.0
1010,5561,1176,Sales,2,3,1,2,1,0,14,2,0.0
1011,2157,1404,Sales,3,4,1,3,1,1,15,2,0.0
1012,6077,888,Human Resources,3,3,0,3,3,3,11,2,0.0
1013,4869,928,Research & Development,4,3,0,2,3,3,12,3,0.0
1014,5485,376,Research & Development,4,1,2,3,9,3,11,4,0.0
1015,2321,335,Research & Development,3,1,0,3,0,2,22,2,1.0
1016,12965,661,Research & Development,1,3,3,2,4,2,20,2,0.0
1017,3420,465,Research & Development,1,4,1,2,7,5,12,2,0.0
1018,5237,1299,Research & Development,3,3,2,2,6,7,13,7,0.0
1019,2127,1283,Research & Development,2,3,0,2,2,2,12,3,0.0
1020,5765,115,Sales,1,2,0,1,5,3,11,0,1.0
1021,1878,1306,Sales,2,2,0,3,1,0,14,0,1.0
1022,5055,1018,Research & Development,1,4,0,2,7,7,16,7,0.0
1023,5487,217,Sales,2,3,0,2,1,4,14,9,0.0
1024,13348,1396,Research & Development,3,1,1,4,9,7,13,7,0.0
1025,7140,979,Sales,3,1,1,3,2,7,11,7,0.0
1026,16032,1050,Research & Development,2,4,1,3,3,9,20,12,0.0
1027,19161,1064,Research & Development,2,4,0,3,3,4,15,3,0.0
1028,19232,532,Research & Development,3,4,0,3,1,17,11,15,0.0
1029,13872,682,Sales,4,3,0,2,0,10,13,8,0.0
1030,6347,1192,Research & Development,4,4,2,2,7,2,16,4,0.0
1031,10880,945,Research & Development,4,1,0,3,1,6,13,8,0.0
1032,2061,474,Research & Development,1,4,0,3,1,0,21,0,0.0
1033,2145,897,Human Resources,1,4,1,3,0,2,14,1,0.0
1034,8628,1239,Sales,4,3,1,2,1,7,18,1,0.0
1035,7547,691,Sales,4,4,3,3,4,7,12,7,0.0
1036,5006,1268,Sales,3,1,1,4,4,4,11,3,0.0
1037,2942,1355,Human Resources,3,3,1,3,1,7,23,7,0.0
1038,3441,1434,Research & Development,3,3,0,2,1,2,13,2,1.0
1039,4859,195,Sales,1,3,0,3,1,4,16,3,0.0
1040,2097,1400,Research & Development,3,4,1,1,4,3,15,4,0.0
1041,4033,1003,Research & Development,4,3,0,2,2,2,11,2,0.0
1042,16823,1137,Research & Development,1,1,1,3,2,7,11,16,0.0
1043,2226,1354,Research & Development,2,2,1,2,1,3,11,2,0.0
1044,9991,613,Research & Development,4,1,1,3,4,7,15,7,0.0
1045,10798,415,Sales,3,4,1,3,5,0,13,0,0.0
1046,6540,755,Research & Development,3,2,0,3,9,1,19,0,0.0
1047,8966,1361,Sales,3,1,3,3,3,7,15,7,0.0
1048,8633,1180,Research & Development,1,3,0,3,2,14,23,11,0.0
1049,3780,548,Research & Development,3,3,0,3,7,0,11,0,0.0
1050,5440,763,Sales,1,4,2,2,6,2,14,2,0.0
1051,5561,682,Sales,2,1,1,1,0,3,16,4,0.0
1052,2678,654,Sales,3,4,0,3,1,1,17,2,0.0
1053,2686,527,Research & Development,4,4,0,2,1,9,13,8,1.0
1054,5562,1302,Research & Development,1,1,1,3,3,2,13,2,0.0
1055,19419,840,Research & Development,1,3,1,4,2,16,17,11,0.0
1056,19717,206,Human Resources,4,2,0,3,6,3,14,7,0.0
1057,5347,1351,Research & Development,1,3,2,2,6,2,14,2,0.0
1058,4478,1377,Sales,4,3,0,3,1,4,11,4,0.0
1059,4541,200,Research & Development,4,4,0,3,1,11,25,17,0.0
1060,9714,740,Sales,2,1,1,3,1,8,11,7,0.0
1061,2472,391,Research & Development,4,2,0,3,1,0,23,0,0.0
1062,2585,1320,Research & Development,3,3,0,2,0,0,17,0,0.0
1063,3737,829,Human Resources,3,4,1,1,0,2,19,2,0.0
1064,4385,336,Sales,1,1,1,3,1,7,15,5,0.0
1065,6538,1381,Sales,3,3,1,3,9,2,15,2,0.0
1066,1611,1124,Research & Development,4,4,0,4,1,0,15,0,0.0
1067,2911,832,Research & Development,3,4,1,2,1,2,13,2,0.0
1068,2743,885,Research & Development,3,1,0,3,1,13,16,14,1.0
1069,4878,501,Research & Development,2,4,1,3,0,7,13,1,0.0
1070,3280,182,Research & Development,2,4,0,3,2,2,16,3,0.0
1071,16659,1311,Research & Development,3,4,0,3,2,4,13,2,0.0
1072,3669,882,Research & Development,4,4,3,2,3,2,11,2,0.0
1073,8412,1398,Sales,3,1,0,3,0,8,11,8,0.0
1074,4558,1300,Research & Development,3,1,1,3,1,0,12,8,0.0
1075,18303,265,Sales,4,3,0,4,6,0,13,0,0.0
1076,5381,626,Research & Development,1,3,0,3,9,0,13,0,1.0
1077,8837,1146,Human Resources,3,4,0,3,1,0,16,7,0.0
1078,4766,167,Research & Development,2,4,1,3,3,0,11,0,0.0
1079,4908,821,Sales,1,4,0,3,1,2,14,2,0.0
1080,6134,1456,Sales,2,1,3,3,5,2,13,2,0.0
1081,9888,937,Sales,1,4,0,2,1,8,21,1,0.0
1082,3917,802,Research & Development,2,4,1,2,1,2,20,2,0.0
1083,2115,1372,Research & Development,4,4,0,3,1,12,12,7,0.0
1084,2766,855,Research & Development,2,2,3,2,8,3,22,4,0.0
1085,3448,555,Research & Development,2,3,1,3,6,0,22,0,0.0
1086,19973,247,Research & Development,2,3,2,3,1,16,22,10,0.0
1087,4260,1371,Sales,4,3,1,4,1,2,12,3,0.0
1088,4011,721,Research & Development,3,4,0,3,1,8,23,7,0.0
1089,4502,530,Sales,3,4,0,2,3,7,15,7,0.0
1090,7596,164,Sales,2,3,2,3,1,9,13,0,0.0
1091,18606,1223,Research & Development,4,3,1,3,3,7,18,7,0.0
1092,3904,683,Research & Development,1,4,0,3,0,3,12,1,0.0
1093,9250,1288,Sales,3,2,1,3,3,2,12,3,0.0
1094,3468,591,Research & Development,1,2,1,3,9,2,12,2,0.0
1095,10934,661,Sales,1,4,1,3,7,2,18,4,0.0
1096,10445,994,Research & Development,2,2,0,3,7,6,19,0,0.0
1097,1091,746,Sales,3,1,0,3,1,0,17,0,0.0
1098,6931,1247,Sales,4,4,1,3,2,2,14,2,0.0
1099,2576,201,Research & Development,2,1,1,3,3,2,16,2,0.0
1100,2406,543,Research & Development,1,4,2,2,8,0,19,0,0.0
1101,2983,413,Sales,4,2,0,3,0,2,14,2,0.0
1102,8020,1232,Sales,3,2,2,2,0,9,15,9,0.0
1103,7991,849,Sales,2,2,0,3,8,2,15,2,0.0
1104,2398,1294,Research & Development,3,1,0,3,1,0,17,0,0.0
1105,2132,950,Research & Development,4,4,1,3,4,4,20,3,0.0
1106,5916,556,Research & Development,2,3,0,3,3,0,13,1,1.0
1107,6804,1002,Research & Development,4,4,2,3,1,7,15,7,0.0
1108,5326,1146,Sales,4,1,0,2,6,3,17,2,1.0
1109,2144,1103,Research & Development,3,3,0,2,1,3,14,4,0.0
1110,3068,1005,Research & Development,4,4,0,2,0,7,13,6,0.0
1111,2613,1312,Research & Development,1,3,3,2,1,7,25,9,0.0
1112,17584,1070,Research & Development,3,3,3,2,3,3,16,3,0.0
1113,5582,1463,Research & Development,2,4,1,3,0,0,21,8,0.0
1114,4298,472,Research & Development,3,1,1,3,5,2,19,0,0.0
1115,9619,669,Sales,3,4,0,3,1,8,16,7,1.0
1116,17861,1009,Research & Development,1,3,0,1,6,2,13,1,0.0
1117,1420,230,Research & Development,3,3,0,3,1,0,13,0,1.0
1118,2366,887,Research & Development,3,3,1,3,1,7,14,7,1.0
1119,2044,1181,Research & Development,3,4,1,4,1,3,11,3,0.0
1120,4400,383,Sales,1,1,0,3,3,2,12,2,1.0
1121,5486,1221,Sales,3,1,3,3,4,2,11,2,0.0
1122,13464,1253,Research & Development,3,3,0,3,7,3,21,2,0.0
1123,2818,986,Research & Development,1,4,1,2,2,2,24,2,0.0
1124,16422,182,Research & Development,1,2,0,4,3,2,11,0,0.0
1125,9998,1111,Sales,2,4,0,4,6,4,13,2,0.0
1126,4736,641,Sales,4,3,1,4,7,2,12,2,0.0
1127,6447,446,Research & Development,2,2,1,2,6,5,12,3,0.0
1128,2340,665,Research & Development,3,4,0,3,1,5,19,5,0.0
1129,4087,1200,Research & Development,4,1,1,2,4,5,14,2,0.0
1130,2886,1287,Research & Development,1,3,1,3,1,3,16,2,1.0
1131,5441,632,Sales,3,4,0,1,0,7,22,0,0.0
1132,4477,1457,Research & Development,1,3,1,2,4,2,19,2,0.0
1133,2705,185,Research & Development,2,3,1,4,0,4,16,3,0.0
1134,8321,1383,Research & Development,4,1,1,3,7,8,13,7,0.0
1135,7978,621,Research & Development,1,4,1,3,1,7,11,5,1.0
1136,4244,791,Research & Development,3,2,1,3,1,7,24,7,0.0
1137,2691,1397,Research & Development,2,4,1,2,1,9,12,8,0.0
1138,2066,1255,Research & Development,1,1,1,4,2,2,22,0,0.0
1139,2166,1329,Research & Development,1,1,0,1,3,2,14,3,0.0
1140,2496,924,Research & Development,3,4,0,3,4,1,11,0,0.0
1141,13577,177,Research & Development,4,2,1,3,1,9,15,0,0.0
1142,17465,406,Sales,1,3,1,3,3,9,12,9,0.0
1143,6349,210,Sales,3,2,1,3,0,4,13,4,0.0
1144,18061,364,Research & Development,2,2,0,3,3,0,22,0,0.0
1145,14732,1136,Research & Development,2,4,2,4,2,7,13,0,0.0
1146,2534,1291,Sales,3,4,1,3,8,0,14,0,0.0
1147,8103,735,Sales,4,4,0,2,3,2,12,1,0.0
1148,4779,760,Sales,2,2,0,3,1,7,20,5,0.0
1149,6244,462,Sales,3,3,0,3,7,4,17,3,0.0
1150,2897,155,Research & Development,1,3,2,2,3,3,11,3,0.0
1151,2058,992,Research & Development,3,3,0,2,0,2,14,5,1.0
1152,2432,238,Research & Development,1,3,0,3,3,1,14,3,0.0
1153,2168,942,Research & Development,2,4,1,2,0,4,18,3,0.0
1154,4960,703,Sales,4,1,0,3,2,7,12,7,0.0
1155,2743,116,Research & Development,3,2,1,3,1,2,20,2,0.0
1156,3202,1448,Sales,1,2,0,3,1,3,16,4,1.0
1157,6687,404,Research & Development,3,4,0,4,1,11,11,11,0.0
1158,7491,799,Research & Development,2,4,0,4,4,5,17,2,0.0
1159,4465,976,Sales,3,4,0,3,0,2,18,2,0.0
1160,6214,1130,Sales,2,2,1,3,1,7,18,7,0.0
1161,2450,992,Research & Development,4,1,0,3,1,0,19,2,0.0
1162,2593,269,Research & Development,4,1,1,3,0,6,11,8,0.0
1163,11244,495,Research & Development,3,4,0,4,2,2,25,0,0.0
1164,4028,243,Sales,4,4,0,3,0,7,20,5,0.0
1165,5204,1224,Sales,3,4,0,3,1,8,11,9,0.0
1166,13964,1091,Research & Development,3,3,0,3,7,1,12,7,0.0
1167,7847,1179,Sales,4,4,1,3,1,9,17,8,0.0
1168,9725,216,Sales,2,4,1,2,0,1,11,9,0.0
1169,2718,953,Research & Development,2,2,0,3,2,7,14,7,0.0
1170,10475,580,Sales,4,1,1,3,5,13,21,12,0.0
1171,1702,1490,Research & Development,4,4,1,3,1,0,23,0,0.0
1172,1706,443,Research & Development,4,4,3,2,1,0,11,0,0.0
1173,5617,754,Sales,1,4,0,3,1,7,11,8,0.0
1174,5249,1327,Sales,4,4,1,3,3,7,18,5,0.0
1175,18300,1482,Research & Development,4,3,1,3,4,2,11,1,0.0
1176,6261,1084,Research & Development,4,4,1,1,3,7,18,7,0.0
1177,2632,438,Research & Development,1,3,0,2,1,4,14,4,0.0
1178,2703,773,Research & Development,3,3,1,3,1,1,14,2,0.0
1179,2187,798,Research & Development,1,3,2,2,0,3,12,3,0.0
1180,3423,991,Human Resources,4,1,0,4,6,6,12,7,0.0
1181,13194,1479,Sales,2,2,0,2,4,0,16,0,1.0
1182,19187,282,Research & Development,4,3,1,3,4,9,14,11,0.0
1183,2886,1349,Research & Development,1,4,2,1,1,2,22,2,0.0
1184,2376,636,Research & Development,4,4,1,4,1,2,13,2,0.0
1185,4089,622,Research & Development,3,4,2,3,1,2,13,2,0.0
1186,6852,107,Sales,2,2,1,4,7,1,12,3,0.0
1187,1483,1181,Research & Development,2,2,0,3,1,0,14,0,0.0
1188,11031,697,Research & Development,3,3,1,4,4,7,20,8,0.0
1189,3646,592,Research & Development,1,1,0,4,2,0,23,0,1.0
1190,4197,311,Research & Development,2,3,1,3,1,8,11,2,0.0
1191,10466,1490,Research & Development,3,2,2,3,3,7,14,7,0.0
1192,2836,959,Research & Development,4,2,0,4,1,0,13,0,0.0
1193,5484,906,Sales,4,3,1,2,1,8,14,8,0.0
1194,9980,635,Sales,2,4,0,2,1,3,14,7,0.0
1195,16959,394,Sales,3,4,2,4,1,12,12,12,0.0
1196,4364,575,Research & Development,1,4,1,3,3,2,14,0,0.0
1197,3041,1420,Sales,3,1,1,3,0,3,11,2,1.0
1198,2093,1474,Research & Development,2,3,1,3,4,2,17,0,0.0
1199,4759,1326,Sales,4,1,0,3,3,9,18,12,0.0
1200,13695,267,Sales,1,3,0,2,6,7,17,8,1.0
1201,5231,1265,Research & Development,3,4,1,2,2,3,13,3,0.0
1202,6728,878,Sales,2,3,2,3,7,3,12,1,0.0
1203,4302,970,Sales,4,2,1,3,0,2,17,2,0.0
1204,2693,1358,Research & Development,4,3,1,3,1,0,22,0,0.0
1205,2258,982,Research & Development,4,3,1,3,6,0,12,7,0.0
1206,5155,647,Sales,2,1,0,4,7,4,13,5,0.0
1207,3617,1469,Research & Development,4,2,1,3,8,1,14,0,0.0
1208,6274,304,Sales,4,4,0,3,1,5,22,4,0.0
1209,17046,1099,Research & Development,2,3,1,3,0,10,15,7,0.0
1210,3452,1316,Research & Development,3,4,0,2,5,5,13,3,0.0
1211,2716,156,Sales,3,2,0,3,1,0,15,0,1.0
1212,3920,1017,Research & Development,3,1,1,2,2,1,14,2,0.0
1213,4682,508,Sales,2,4,0,2,3,7,14,1,0.0
1214,1129,1276,Research & Development,4,4,3,3,1,0,11,0,0.0
1215,2439,459,Research & Development,4,4,0,2,1,0,24,0,0.0
1216,16752,202,Research & Development,3,4,1,2,1,14,11,0,0.0
1217,2033,448,Sales,2,1,1,4,1,0,18,0,1.0
1218,7412,608,Research & Development,3,1,0,3,1,7,11,7,0.0
1219,6854,431,Research & Development,4,4,1,2,4,1,15,7,0.0
1220,17924,881,Research & Development,1,1,1,3,1,6,11,7,0.0
1221,2319,805,Research & Development,2,1,1,3,1,0,11,0,1.0
1222,5647,329,Sales,3,1,2,2,4,2,13,2,0.0
1223,9724,1339,Research & Development,2,1,1,3,2,0,17,0,0.0
1224,6796,562,Sales,2,3,1,3,3,3,14,3,1.0
1225,19431,105,Research & Development,4,4,0,2,2,0,13,3,0.0
1226,4105,954,Sales,4,4,0,3,1,7,14,7,0.0
1227,5488,827,Research & Development,3,2,1,3,1,5,13,2,0.0
1228,7379,150,Research & Development,4,4,1,2,2,3,11,4,0.0
1229,2379,1297,Research & Development,4,4,0,2,0,4,14,2,0.0
1230,19038,478,Research & Development,3,1,3,3,8,0,12,0,0.0
1231,10725,397,Human Resources,3,2,1,4,2,7,15,1,0.0
1232,4537,249,Sales,3,4,1,3,0,6,22,7,0.0
1233,7104,1216,Sales,3,3,0,3,0,0,12,2,0.0
1234,10685,607,Research & Development,4,3,1,3,1,14,20,15,0.0
1235,6782,439,Research & Development,3,2,0,2,9,4,15,3,0.0
1236,5745,688,Research & Development,4,4,1,3,9,2,14,2,0.0
1237,19586,685,Sales,3,4,1,3,1,6,21,13,0.0
1238,10686,1082,Sales,3,3,1,3,6,4,11,0,0.0
1239,4197,1305,Research & Development,3,2,0,2,2,0,12,1,0.0
1240,3033,805,Research & Development,1,3,0,2,1,2,12,2,0.0
1241,5094,720,Research & Development,1,3,0,3,6,0,14,0,0.0
1242,19847,237,Sales,4,2,1,2,4,10,24,10,0.0
1243,6074,658,Research & Development,1,3,0,3,1,7,24,6,1.0
1244,3294,401,Research & Development,4,2,1,2,5,4,17,2,0.0
1245,7406,319,Research & Development,4,1,1,2,1,9,21,8,0.0
1246,5762,1180,Research & Development,2,4,1,3,2,7,14,7,0.0
1247,2760,428,Sales,2,2,0,3,1,2,13,2,0.0
1248,2109,590,Research & Development,4,1,1,3,1,0,13,0,0.0
1249,1274,990,Research & Development,3,3,2,2,1,0,13,0,0.0
1250,2437,807,Research & Development,3,3,1,3,9,0,16,0,0.0
1251,19926,1452,Research & Development,3,2,0,3,3,4,15,4,0.0
1252,6294,461,Research & Development,4,3,0,4,8,2,12,2,0.0
1253,2501,1082,Research & Development,3,2,0,3,1,1,17,0,0.0
1254,2592,1336,Human Resources,1,2,3,3,5,10,13,8,0.0
1255,5467,1200,Research & Development,4,4,2,2,3,2,14,3,0.0
1256,4663,559,Research & Development,3,3,2,3,9,2,12,1,0.0
1257,17181,857,Research & Development,4,1,1,2,4,6,13,7,0.0
1258,17099,1053,Research & Development,4,4,1,2,2,8,15,8,0.0
1259,4661,523,Research & Development,3,4,0,3,1,8,13,8,0.0
